coordinates
1   5.000000000000e-01   5.000000000000e-01 
2   4.979769915670e-01   5.000000000000e-01 
3   4.979769915670e-01   4.979769915670e-01 
4   5.000000000000e-01   4.979769915670e-01 
5   4.959135229653e-01   5.000000000000e-01 
6   4.959135229653e-01   4.979769915670e-01 
7   4.938087849916e-01   5.000000000000e-01 
8   4.938087849916e-01   4.979769915670e-01 
9   4.916619522584e-01   5.000000000000e-01 
10   4.916619522584e-01   4.979769915670e-01 
11   4.894721828706e-01   5.000000000000e-01 
12   4.894721828706e-01   4.979769915670e-01 
13   4.872386180950e-01   5.000000000000e-01 
14   4.872386180950e-01   4.979769915670e-01 
15   4.849603820239e-01   5.000000000000e-01 
16   4.849603820239e-01   4.979769915670e-01 
17   4.826365812314e-01   5.000000000000e-01 
18   4.826365812314e-01   4.979769915670e-01 
19   4.802663044230e-01   5.000000000000e-01 
20   4.802663044230e-01   4.979769915670e-01 
21   4.778486220784e-01   5.000000000000e-01 
22   4.778486220784e-01   4.979769915670e-01 
23   4.753825860870e-01   5.000000000000e-01 
24   4.753825860870e-01   4.979769915670e-01 
25   4.728672293757e-01   5.000000000000e-01 
26   4.728672293757e-01   4.979769915670e-01 
27   4.703015655302e-01   5.000000000000e-01 
28   4.703015655302e-01   4.979769915670e-01 
29   4.676845884078e-01   5.000000000000e-01 
30   4.676845884078e-01   4.979769915670e-01 
31   4.650152717430e-01   5.000000000000e-01 
32   4.650152717430e-01   4.979769915670e-01 
33   4.622925687448e-01   5.000000000000e-01 
34   4.622925687448e-01   4.979769915670e-01 
35   4.595154116867e-01   5.000000000000e-01 
36   4.595154116867e-01   4.979769915670e-01 
37   4.566827114874e-01   5.000000000000e-01 
38   4.566827114874e-01   4.979769915670e-01 
39   4.537933572842e-01   5.000000000000e-01 
40   4.537933572842e-01   4.979769915670e-01 
41   4.508462159969e-01   5.000000000000e-01 
42   4.508462159969e-01   4.979769915670e-01 
43   4.478401318838e-01   5.000000000000e-01 
44   4.478401318838e-01   4.979769915670e-01 
45   4.447739260885e-01   5.000000000000e-01 
46   4.447739260885e-01   4.979769915670e-01 
47   4.416463961772e-01   5.000000000000e-01 
48   4.416463961772e-01   4.979769915670e-01 
49   4.384563156678e-01   5.000000000000e-01 
50   4.384563156678e-01   4.979769915670e-01 
