elconstrainCfd
 5831 0 0 0 0 -1 
 6327 0 0 0 1 0
 6330 1 0 0 0 0
 9952 0 0 0 1 0  
 9951 1 0 0 0 0
 5803 0 0 0 1 0
 5806 1 0 0 0 0
 5800 0 0 0 1 0 
 5799 1 0 0 0 0
 3641 0 0 0 1 0
  173 1 0 0 0 0
 3240 0 0 0 1 0 
 2357 1 0 0 0 0
 7875 0 0 0 1 0
 7878 1 0 0 0 0
 3104 0 0 0 1 0 
 2590 1 0 0 0 0
11143 0 0 0 1 0
11146 1 0 0 0 0
11024 0 0 0 1 0 
11023 1 0 0 0 0
 8875 0 0 0 1 0
 8878 1 0 0 0 0
 5228 0 0 0 1 0 
 5227 1 0 0 0 0
 8603 0 0 0 1 0
 8606 1 0 0 0 0
 4367 0 0 0 1 0 
 4231 1 0 0 0 0
 5171 0 0 0 1 0
 5174 1 0 0 0 0
 5168 0 0 0 1 0 
 5167 1 0 0 0 0
 8383 0 0 0 1 0
 8386 1 0 0 0 0
 8380 0 0 0 1 0 
 8379 1 0 0 0 0
 9795 0 0 0 1 0
 9798 1 0 0 0 0
 9804 0 0 0 1 0 
 9803 1 0 0 0 0
10659 0 0 0 1 0
10662 1 0 0 0 0
 6728 0 0 0 1 0 
 6727 1 0 0 0 0
 8059 0 0 0 1 0
 8062 1 0 0 0 0
 3694 0 0 0 1 0 
 1902 1 0 0 0 0
 8239 0 0 0 1 0
 8242 1 0 0 0 0
 8236 0 0 0 1 0 
 8235 1 0 0 0 0
 7547 0 0 0 1 0
 7550 1 0 0 0 0
 5456 0 0 0 1 0 
 5455 1 0 0 0 0
 9995 0 0 0 1 0
 9998 1 0 0 0 0
 9992 0 0 0 1 0 
 9991 1 0 0 0 0
 7139 0 0 0 1 0
 7142 1 0 0 0 0
 1782 0 0 0 1 0 
 3117 1 0 0 0 0
 6255 0 0 0 1 0
 6258 1 0 0 0 0
 6252 0 0 0 1 0 
 6251 1 0 0 0 0
 9867 0 0 0 1 0
 9870 1 0 0 0 0
 8952 0 0 0 1 0 
 8951 1 0 0 0 0
 7891 0 0 0 1 0
 7894 1 0 0 0 0
 7904 0 0 0 1 0 
 7903 1 0 0 0 0
 7743 0 0 0 1 0
 7746 1 0 0 0 0
 7748 0 0 0 1 0 
 7747 1 0 0 0 0
 5835 0 0 0 1 0
 5838 1 0 0 0 0
 5844 0 0 0 1 0 
 5843 1 0 0 0 0
 2872 0 0 0 1 0
 3232 1 0 0 0 0
