elconstrainCfd
22235 0 1 0 -1
13883 0 0 1 0
13882 1 0 0 0
13880 0 0 1 0
18130 1 0 0 0
18131 0 0 1 0 
18128 1 0 0 0 
18126 0 0 1 0 
20642 1 0 0 0 
20643 0 0 1 0 
20640 1 0 0 0 
20638 0 0 1 0 
17410 1 0 0 0 
17411 0 0 1 0 
17408 1 0 0 0 
17406 0 0 1 0 
12888 1 0 0 0 
12889 0 0 1 0 
12886 1 0 0 0 
12884 0 0 1 0 
17554 1 0 0 0 
17555 0 0 1 0 
17552 1 0 0 0 
17550 0 0 1 0 
20370 1 0 0 0 
20371 0 0 1 0 
20368 1 0 0 0 
20366 0 0 1 0 
16915 1 0 0 0 
16916 0 0 1 0 
16913 1 0 0 0 
16911 0 0 1 0 
17986 1 0 0 0 
17987 0 0 1 0 
17984 1 0 0 0 
17982 0 0 1 0 
21026 1 0 0 0 
21027 0 0 1 0 
21024 1 0 0 0 
21022 0 0 1 0 
11823 1 0 0 0 
11824 0 0 1 0 
11821 1 0 0 0 
11819 0 0 1 0 
12111 1 0 0 0 
12112 0 0 1 0 
12109 1 0 0 0 
12107 0 0 1 0 
13898 1 0 0 0
13899 0 0 1 0
13896 1 0 0 0
13894 0 0 1 0
16723 1 0 0 0
16724 0 0 1 0
16721 1 0 0 0
16719 0 0 1 0
19202 1 0 0 0
19203 0 0 1 0
19200 1 0 0 0
19198 0 0 1 0
12840 1 0 0 0
12841 0 0 1 0
12838 1 0 0 0
12836 0 0 1 0
18770 1 0 0 0
18771 0 0 1 0
18768 1 0 0 0
18766 0 0 1 0 
15235 1 0 0 0 
15236 0 0 1 0 
15233 1 0 0 0 
15231 0 0 1 0 
15283 1 0 0 0 
15284 0 0 1 0 
15281 1 0 0 0 
15279 0 0 1 0 
8755  1 0 0 0 
8756  0 0 1 0 
8753  1 0 0 0 
8751  0 0 1 0   
18290 1 0 0 0 
18291 0 0 1 0 
18288 1 0 0 0 
18286 0 0 1 0 
16099 1 0 0 0 
16100 0 0 1 0 
16097 1 0 0 0 
16095 0 0 1 0 
13519 1 0 0 0 
13520 0 0 1 0 
13517 1 0 0 0 
13515 0 0 1 0 
16499 1 0 0 0 
16500 0 0 1 0 
16497 1 0 0 0 
16495 0 0 1 0 
9546  1 0 0 0 
9547  0 0 1 0 
9544  1 0 0 0 
9542  0 0 1 0 
16547 1 0 0 0 
16548 0 0 1 0 
16545 1 0 0 0 
16543 0 0 1 0 
9962  1 0 0 0 
9963  0 0 1 0 
9960  1 0 0 0 
9958  0 0 1 0 
15507 1 0 0 0 
15508 0 0 1 0 
15505 1 0 0 0 
15503 0 0 1 0 
9201  1 0 0 0 
9202  0 0 1 0 
9199  1 0 0 0 
9197  0 0 1 0 
14083 1 0 0 0 
14084 0 0 1 0  
14081 1 0 0 0  
14079 0 0 1 0  
18194 1 0 0 0  
18195 0 0 1 0  
18192 1 0 0 0  
18190 0 0 1 0  
18930 1 0 0 0 
18931 0 0 1 0  
18928 1 0 0 0  
18926 0 0 1 0  
12872 1 0 0 0  
12873 0 0 1 0  
12870 1 0 0 0  
12868 0 0 1 0  
17970 1 0 0 0  
17971 0 0 1 0  
17968 1 0 0 0  
17966 0 0 1 0  
21106 1 0 0 0  
21107 0 0 1 0  
21104 1 0 0 0  
21102 0 0 1 0  
21186 1 0 0 0  
21187 0 0 1 0  
21184 1 0 0 0 
21182 0 0 1 0 
21218 1 0 0 0 
21219 0 0 1 0 
21216 1 0 0 0 
21214 0 0 1 0 
17091 1 0 0 0 
17092 0 0 1 0 
17089 1 0 0 0 
17087 0 0 1 0 
20242 1 0 0 0 
20243 0 0 1 0 
20240 1 0 0 0 
20238 0 0 1 0 
17123 1 0 0 0 
17124 0 0 1 0 
17121 1 0 0 0 
17119 0 0 1 0 
19554 1 0 0 0 
19555 0 0 1 0 
19552 1 0 0 0 
19550 0 0 1 0 
9530  1 0 0 0 
9531  0 0 1 0  
9528  1 0 0 0 
9526  0 0 1 0 
19986 1 0 0 0 
19987 0 0 1 0 
19984 1 0 0 0 
19982 0 0 1 0 
19506 1 0 0 0 
19507 0 0 1 0 
19504 1 0 0 0 
19502 0 0 1 0 
9136  1 0 0 0 
9137  0 0 1 0  
9134  1 0 0 0 
9132  0 0 1 0 
17730 1 0 0 0 
17731 0 0 1 0 
17728 1 0 0 0 
17726 0 0 1 0 
14035 1 0 0 0 
14036 0 0 1 0 
14033 1 0 0 0 
14031 0 0 1 0 
16675 1 0 0 0 
16676 0 0 1 0 
16673 1 0 0 0 
16671 0 0 1 0 
10176 1 0 0 0 
10177 0 0 1 0 
10174 1 0 0 0 
10172 0 0 1 0 
14675 1 0 0 0 
14676 0 0 1 0 
14673 1 0 0 0  
14671 0 0 1 0  
12618 1 0 0 0  
12619 0 0 1 0  
12616 1 0 0 0  
12614 0 0 1 0  
20034 1 0 0 0  
20035 0 0 1 0  
20032 1 0 0 0  
20030 0 0 1 0  
21890 1 0 0 0  
21891 0 0 1 0  
21888 1 0 0 0  
21886 0 0 1 0  
19090 1 0 0 0  
19091 0 0 1 0  
19088 1 0 0 0  
19086 0 0 1 0  
14163 1 0 0 0  
14164 0 0 1 0  
14161 1 0 0 0  
